run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.179, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
n:0.3291183649562299, 0.838568008504808, 0.8614146118052304, 0.6485452218912542, 0.42703672777861357, -0.2892438117414713, d=N:in=0.0
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.982, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.133, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",8.52751877894029e-06,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",2.2700629681867932e-06,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",-999999.0,infeasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, fr=0.783, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.2563484790587487e-06,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.616, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.912, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,feasible,21
42,H,5,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",1.1268881230374164e-05,"//H
3
j:
j:0.583365089725703, -0.9373714313842356, -0.5673193130642176, 0.6537543865852058, -0.028915295843034983, -0.2557232338003814, l=1.09
j:0.09575192630290985, -0.5778214219026268, 0.5062634367495775, 0.3716200185008347, 0.037575626745820045, -0.041757391300052404, rotstif=0.971
j:0.13398982165381312, -0.12415918940678239, -0.8573218234814703, 0.5618073409423232, -0.4392556445673108, 0.7126992465928197, rotstif=0.91
n:-0.4179167374968529, 0.995, -0.843582462053746, 0.782, 0.7877459861338139, 0.554, d=G
n:0.31239048345014453, 0.676710999570787, 0.0024662972427904606, -0.19954560697078705, 0.32159989746287465, 0.4549464536830783, d=T:ry=-2.837
n:0.5505150454118848, -0.9265996259637177, -0.7653180295601487, 0.7889995370060205, -0.15677020279690623, -0.3923508473671973, d=N:fo=0.162
n:0.8663429110310972, 0.9946430525742471, -0.949765176512301, 0.09684176743030548, 0.6976271960884333, -0.1411432335153222, d=|:r=0.834
n:-0.06464709341526031, -0.5655104951001704, 0.8128799251280725, 0.007850565947592258, 0.017428440507501364, 0.7196163097396493, d=|:r=0.857
c:-0.46241807425394654, 0.6158261126838624, 0.5640418310649693, 0.8893994097597897, 0.15712342783808708, -0.3095718859694898, -1.609
",4.208021069619857e-06,feasible,21
